,Year,ETF,Price,Volatility
75,2014,Agri_Machinery_ETF,97.78461919033147,47.24200645249629
76,2014,Food_Beverage_ETF,67.66502674323209,25.791538238785687
77,2014,Investment_Funds_ETF,177.51595525715388,11.258311991713237
78,2014,Restaurant_FastFood_ETF,350.5532715999188,203.55015719682012
79,2014,Retail_ETF,67.45582864657877,0.0
80,2015,Agri_Machinery_ETF,83.72217530422769,37.099428135665484
81,2015,Food_Beverage_ETF,82.71469230946849,39.13019190834793
82,2015,Investment_Funds_ETF,191.2366536315554,12.759204841033236
83,2015,Restaurant_FastFood_ETF,387.9379267081499,211.64908841924998
84,2015,Retail_ETF,87.33035742331317,0.0
85,2016,Agri_Machinery_ETF,88.6860236623224,40.31875998970442
86,2016,Food_Beverage_ETF,87.83120196063236,41.90614509285242
87,2016,Investment_Funds_ETF,194.30440857196507,12.5755671825547
88,2016,Restaurant_FastFood_ETF,272.21315087249167,132.1039722328887
89,2016,Retail_ETF,82.90356281064426,0.0
90,2017,Agri_Machinery_ETF,117.11549123641481,49.861809804176886
91,2017,Food_Beverage_ETF,103.13429030192742,58.42690569588584
92,2017,Investment_Funds_ETF,233.58142132688647,14.338212615810596
93,2017,Restaurant_FastFood_ETF,249.61301551669237,116.4910930070721
94,2017,Retail_ETF,63.331385898276096,0.0
95,2018,Agri_Machinery_ETF,125.43273047979653,55.50574046828714
96,2018,Food_Beverage_ETF,95.02274959687372,48.517830148056625
97,2018,Investment_Funds_ETF,266.8903317363163,19.314133431628676
98,2018,Restaurant_FastFood_ETF,273.96568788575956,132.20541666974034
99,2018,Retail_ETF,78.15447355096974,0.0
100,2019,Agri_Machinery_ETF,125.59275682200762,54.64061947334822
101,2019,Food_Beverage_ETF,138.07957864962114,83.08427708329707
102,2019,Investment_Funds_ETF,284.00480133369786,22.238669093786626
103,2019,Restaurant_FastFood_ETF,419.1241095324124,225.54236282288966
104,2019,Retail_ETF,98.05859345098462,0.0
105,2020,Agri_Machinery_ETF,133.20602120035178,62.290516476126555
106,2020,Food_Beverage_ETF,136.24943441397994,73.28776806959894
107,2020,Investment_Funds_ETF,321.9974709736942,55.21720277344344
108,2020,Restaurant_FastFood_ETF,582.3258308760744,346.5733769106644
109,2020,Retail_ETF,120.79017115417156,0.0
110,2021,Agri_Machinery_ETF,231.15349603533102,112.49700066102326
111,2021,Food_Beverage_ETF,191.65839212213848,112.83887077741178
112,2021,Investment_Funds_ETF,331.4836171199912,151.52082382617434
113,2021,Restaurant_FastFood_ETF,901.6277825582706,529.437950584132
114,2021,Retail_ETF,188.5489637925546,0.0
115,2022,Agri_Machinery_ETF,242.97378734219714,125.57943454497477
116,2022,Food_Beverage_ETF,259.02572002027046,151.92480194223154
117,2022,Investment_Funds_ETF,299.6099022462238,164.57989425893476
118,2022,Restaurant_FastFood_ETF,876.5801517831918,485.7366299511102
119,2022,Retail_ETF,206.70075406735006,0.0
120,2023,Agri_Machinery_ETF,271.2081479236578,132.52057042737985
121,2023,Food_Beverage_ETF,319.1702290569472,194.22367015206092
122,2023,Investment_Funds_ETF,328.5570254645828,171.7172626964468
123,2023,Restaurant_FastFood_ETF,1156.3458094875712,624.4443023921818
124,2023,Retail_ETF,219.10758469918213,0.0
125,2024,Agri_Machinery_ETF,275.591444922527,132.4399122095667
126,2024,Food_Beverage_ETF,423.2742032117207,272.9712927036444
127,2024,Investment_Funds_ETF,383.80993505853405,194.3839286716656
128,2024,Restaurant_FastFood_ETF,1523.1650878800547,812.5187824110582
129,2024,Retail_ETF,229.40420536160877,0.0
