Date,Households,Persons,Benefit / Households,Benefit / Persons,Cost,State
2017-03-01,20925979.0,42212512.0,251.3323,124.5928,5259373711.0,US Summary
2017-04-01,20604489.0,41709161.0,251.0681,124.0286,5173129493.0,US Summary
2017-05-01,20585043.0,41643911.0,251.0123,124.0781,5167099091.0,US Summary
2017-06-01,20552654.0,41579842.0,251.6311,124.3796,5171685946.0,US Summary
2017-07-01,20420884.0,41254460.0,251.074,124.2812,5127153467.0,US Summary
2017-08-01,20540518.0,41552823.0,251.8425,124.4916,5172976093.0,US Summary
2017-09-01,21017700.0,42999474.0,274.2279,134.0398,5763639080.0,US Summary
2017-10-01,22142310.0,46205060.0,299.215,143.3893,6625311590.0,US Summary
2017-11-01,20813678.0,42189876.0,255.5661,126.0793,5319271491.0,US Summary
2017-12-01,20475955.0,41304526.0,247.7506,122.8178,5072929600.0,US Summary
2018-01-01,20376641.0,41026015.0,245.4209,121.8947,5000853663.0,US Summary
2018-02-01,20093436.0,40431613.0,244.5281,121.524,4913410499.0,US Summary
2018-03-01,20106522.0,40395888.0,245.8937,122.3904,4944066905.0,US Summary
2018-04-01,19908655.0,39968661.0,244.3419,121.7083,4864519482.0,US Summary
2018-05-01,19873815.0,39896505.0,244.7242,121.9055,4863603810.0,US Summary
2018-06-01,19823250.0,39782290.0,244.7241,121.9444,4851227577.0,US Summary
2018-07-01,19704491.0,39546157.0,244.5147,121.8333,4818037160.0,US Summary
2018-08-01,19656524.0,39402298.0,244.9446,122.1949,4814760381.0,US Summary
2018-09-01,19535933.0,39159849.0,247.1118,123.2783,4827559776.0,US Summary
2018-10-01,19722719.0,39575279.0,248.6736,123.9289,4904519214.0,US Summary
2018-11-01,19537752.0,39129424.0,245.6204,122.641,4798871042.0,US Summary
2018-12-01,19350569.0,38655988.0,244.7311,122.5085,4735685303.0,US Summary
2019-01-02,20438289.0,40627707.0,430.995,216.8175,8808799831.0,US Summary
2019-02-02,3695943.0,7422273.0,167.58,83.447,619366211.0,US Summary
2019-03-01,18942667.0,37664927.0,235.7932,118.5865,4466551286.0,US Summary
2019-04-01,18844455.0,37422372.0,239.9069,120.8078,4520914707.0,US Summary
2019-05-01,18833780.0,37381135.0,241.2495,121.549,4543639171.0,US Summary
2019-06-01,18973316.0,37532817.0,239.9274,121.2864,4552219037.0,US Summary
2019-07-01,19026938.0,37602856.0,239.709,121.2921,4560929145.0,US Summary
2019-08-01,19120797.0,37777171.0,239.2505,121.0959,4574660707.0,US Summary
2019-09-01,19081687.0,37637717.0,237.7216,120.5208,4536128882.0,US Summary
2019-10-01,19114619.0,37652952.0,240.8376,122.2618,4603518956.0,US Summary
2019-11-01,19050625.0,37464569.0,238.8142,121.4363,4549560029.0,US Summary
2019-12-01,18976739.0,37243840.0,237.8826,121.2076,4514235559.0,US Summary
2020-01-01,18943466.0,37100836.0,235.3416,120.164,4458185962.0,US Summary
2020-02-01,18844494.0,36867839.0,236.9806,121.1294,4465780275.0,US Summary
2020-03-01,19050604.0,37208099.0,276.4074,141.521,5265727072.0,US Summary
2020-04-01,21015705.0,40944023.0,365.1469,187.4222,7673819191.0,US Summary
2020-05-01,21957581.0,42663502.0,351.4338,180.8721,7716636933.0,US Summary
2020-06-01,22221447.0,42908882.0,347.4402,179.9307,7720624308.0,US Summary
2020-07-01,22172260.0,42589096.0,347.7487,181.041,7710373974.0,US Summary
2020-08-01,22158446.0,42557584.0,347.2182,180.786,7693816216.0,US Summary
2020-09-01,22339868.0,43032115.0,348.4534,180.8975,7784401875.0,US Summary
2020-10-01,21824772.0,42077533.0,360.4905,186.9792,7867622326.0,US Summary
2020-11-01,21528821.0,41498329.0,362.0034,187.8029,7793507164.0,US Summary
2020-12-01,21388781.0,41336928.0,363.5332,188.1014,7775533001.0,US Summary
2021-01-01,21942711.0,42125157.0,395.5064,206.0166,8678482109.0,US Summary
2021-02-01,22008131.0,42269905.0,412.4483,214.7442,9077215563.0,US Summary
2021-03-01,21848020.0,41953645.0,420.94,219.2111,9196704623.0,US Summary
2021-04-01,21719600.0,41803523.0,443.5077,230.4306,9632809323.0,US Summary
2021-05-01,21624580.0,41486912.0,473.1654,246.6321,10232003811.0,US Summary
2021-06-01,21528589.0,41155613.0,454.114,237.548,9776432995.0,US Summary
2021-07-01,22346731.0,41946419.0,432.4184,230.3686,9663137189.0,US Summary
2021-08-01,21336013.0,40795233.0,429.4903,224.6245,9163609853.0,US Summary
2021-09-01,21377137.0,40795346.0,424.493,222.4383,9074445902.0,US Summary
2021-10-01,21631151.0,41198773.0,460.2889,241.6717,9956578497.0,US Summary
2021-11-01,21645045.0,41211591.0,453.7552,238.3201,9821551278.0,US Summary
2021-12-01,21600644.0,41305936.0,456.4519,238.6982,9859654085.0,US Summary
2022-01-01,21594094.0,41228496.0,447.2486,234.2537,9657928635.0,US Summary
2022-02-01,21608160.0,41181192.0,446.0517,234.0475,9638356205.0,US Summary
2022-03-01,21696530.0,41377328.0,438.9804,230.1828,9524350430.0,US Summary
2022-04-01,21609230.0,41212994.0,445.5407,233.6106,9627791113.0,US Summary
2022-05-01,21518289.0,41012898.0,434.5811,228.0122,9351440851.0,US Summary
2022-06-01,21466689.0,40907769.0,427.7699,224.4758,9182803443.0,US Summary
2022-07-01,21613807.0,41115521.0,430.2812,226.1923,9300015167.0,US Summary
2022-08-01,21576072.0,41123760.0,423.0633,221.9652,9128044750.0,US Summary
2022-09-01,21888904.0,41622754.0,407.7296,214.4201,8924753808.0,US Summary
2022-10-01,22320309.0,42336750.0,481.7243,253.9693,10752234700.0,US Summary
2022-11-01,22284748.0,42400812.0,493.7554,259.5048,11003213872.0,US Summary
2022-12-01,22536060.0,42694515.0,491.0611,259.2039,11066583397.0,US Summary
2023-01-01,22545536.0,42765476.0,481.6614,253.9271,10859314387.0,US Summary
2023-02-01,22498521.0,42603929.0,465.5848,245.8686,10474969118.0,US Summary
2023-03-01,22479555.0,42430208.0,387.9013,205.5104,8719847807.0,US Summary
2023-04-01,22202307.0,41913810.0,334.0487,176.9501,7416651344.0,US Summary
2023-05-01,22277060.0,41995368.0,328.503,174.2592,7318081305.0,US Summary
2023-06-01,22216250.0,41927034.0,334.1761,177.0729,7424139775.0,US Summary
2023-07-01,21940769.0,41303331.0,325.7872,173.0616,7148021175.0,US Summary
2023-08-01,22229939.0,42006955.0,337.5609,178.6361,7503958649.0,US Summary
2023-09-01,22125975.0,41651427.0,332.4079,176.5809,7354848189.0,US Summary
2023-10-01,22126282.0,41694229.0,354.487,188.1191,7843479192.0,US Summary
2023-11-01,21989417.0,41464728.0,355.5048,188.53,7817343751.0,US Summary
2023-12-01,21976950.0,41399764.0,357.3542,189.7005,7853554616.0,US Summary
2024-01-01,21955437.0,41280245.0,352.7219,187.5997,7744162814.0,US Summary
2024-02-01,21941610.4146,41234076.9942,344.192,183.1526,7552127763.0,US Summary
2024-03-01,22139515.9107,41546827.0776,348.2064,185.5526,7709120843.5919,US Summary
2024-04-01,22200883.6621,41593021.8065,339.918,181.4362,7546480455.7985,US Summary
